TYPE,ROUTE,SDD_SEQUENCE,OPERATION,OPERATION_DESC,ENTITY,MOR,SAMPLE_RATE,CT,SHIFT_START_WIP,GOAL_TYPE,TOTAL_GOAL,SUBCELL_INFO,PASS_WIP
SUBSTRATE,PP-SPH,30,2173,TACSSTF1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,40,1171,LCSA,,,,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-SPH,50,1173,LCSC,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,60,2174,TACSSTF2,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,70,601,2D+HR-MARK,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,80,1175,PLCSVI,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPH,100,2048,TCB-PLASMA,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,20,2044,BRD-START,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,40,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,50,614,FOL-UV-MAR,,13.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,60,2170,TACS1,,11.37,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,70,510,JDSC,,2.1,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-SPRXCS,80,5652,JEDEC-TPP2,,29.07,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,90,2053,DFLXJDSC,,12.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,100,5654,JEDEC-TPR2,,28.96,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-SPRXCS,110,2048,TCB-PLASMA,,4.5,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,30,614,FOL-UV-MAR,,34.18,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,40,2173,TACSSTF1,,24.93,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,50,1171,LCSA,,17.3,100.0,6.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGLH81,60,1173,LCSC,,8.98,100.0,6.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,70,2174,TACSSTF2,,41.18,50.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,80,1175,PLCSVI,,18.37,100.0,3.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLH81,100,2048,TCB-PLASMA,,50.4,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,30,614,FOL-UV-MAR,,44.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,40,2173,TACSSTF1,,27.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,50,1171,LCSA,,17.74,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGLU42,60,1173,LCSC,,8.63,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,70,2174,TACSSTF2,,48.83,50.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,80,1175,PLCSVI,,25.68,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,90,306,PSVI-STAGE,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,100,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLU42,110,2048,TCB-PLASMA,,56.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,30,614,FOL-UV-MAR,,44.26,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,40,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,50,1171,LCSA,,19.0,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGLUP3,60,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,70,2174,TACSSTF2,,48.83,50.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,80,1175,PLCSVI,,25.68,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,90,306,PSVI-STAGE,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,100,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP3,110,2048,TCB-PLASMA,,56.18,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,30,2173,TACSSTF1,,33.11,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,40,1171,LCSA,,19.0,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGLUP4,50,1173,LCSC,,11.47,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,60,2174,TACSSTF2,,45.37,70.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,70,601,2D+HR-MARK,,34.48,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,80,1175,PLCSVI,,20.49,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLUP4,100,2048,TCB-PLASMA,,83.25,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,30,2173,TACSSTF1,,33.11,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,40,1171,LCSA,,22.51,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGLY42,50,1173,LCSC,,11.47,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,60,2174,TACSSTF2,,45.37,70.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,70,601,2D+HR-MARK,,34.48,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,80,1175,PLCSVI,,20.49,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGLY42,100,2048,TCB-PLASMA,,83.25,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGP,30,614,FOL-UV-MAR,,54.41,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGP,40,2170,TACS1,,34.92,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGP,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,30,614,FOL-UV-MAR,,44.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,40,2173,TACSSTF1,,27.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,50,1171,LCSA,,19.0,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TGRUP3,60,1173,LCSC,,8.63,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,70,2174,TACSSTF2,,48.83,50.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,80,1175,PLCSVI,,25.68,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,90,306,PSVI-STAGE,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,100,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TGRUP3,110,2048,TCB-PLASMA,,56.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,30,614,FOL-UV-MAR,,35.58,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,40,2170,TACS1,,21.74,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,50,366,IFSSTAGING,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,60,510,JDSC,,6.65,100.0,5.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-TPR,70,5652,JEDEC-TPP2,,47.52,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,80,2053,DFLXJDSC,,52.51,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,90,5654,JEDEC-TPR2,,47.17,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-TPR,100,2048,TCB-PLASMA,,30.72,100.0,2.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,20,610,MET3SUB,,,,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,30,614,FOL-UV-MAR,,45.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,30,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,40,1171,LCSA,,17.31,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-WHLU42,40,2173,TACSSTF1,,27.62,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,50,1171,LCSA,,17.31,100.0,1.0,0.0,LoadingPlan_no_goal,0.0,,0.0
SUBSTRATE,PP-WHLU42,50,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,60,1173,LCSC,,8.63,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,60,2174,TACSSTF2,,43.01,62.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,70,601,2D+HR-MARK,,45.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,70,2174,TACSSTF2,,43.01,62.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,80,1175,PLCSVI,,20.67,100.0,1.0,0.0,CleanWIP,0.0,,0.0
SUBSTRATE,PP-WHLU42,90,2150,ERGO2JLP1,,,,1.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,10,2289,AS48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,20,2610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,30,2207,SUB-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,40,2208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,50,2299,AI48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPCTGSF,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,10,2289,AS48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,20,2610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,30,2207,SUB-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,40,2208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,50,2132,MET0-E2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPIBXSF,60,2299,AI48,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPT,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPT,30,608,SUBMARK,,47.56,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPT,40,1208,APL,,36.48,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PPT,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PQC,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PQC,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PQC,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PQC,50,1060,MET0-599,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PQC,70,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,20,1204,DIETCB,,5.15,105.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,PTLU404,30,5651,JEDEC-TPP1,,77.76,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,40,2004,JDFLX,,84.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,50,1225,EYUF,,16.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,60,1987,HPO-HTS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,70,2135,HPO-CURE,,15.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,80,730,HPO-HTS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,90,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,100,970,FLI-BLUE-M,,18.32,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,110,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,120,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,130,5653,JEDEC-TPR1,,77.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,140,2171,TACS2,,21.21,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,150,2151,JLP2ERGO1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,160,2436,PEVI-BDFOV,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,170,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,180,2133,NG-BAL-DH1,,17.75,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,PTLU404,190,2172,TACS3,,21.8,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,20,1204,DIETCB,,8.75,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RKLS81,30,5651,JEDEC-TPP1,,101.11,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,40,2004,JDFLX,,109.54,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,50,1225,EYUF,,24.65,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,70,1235,EYC,,15.25,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,110,5653,JEDEC-TPR1,,100.53,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,120,2176,TACSRWK6,,37.98,90.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,130,2171,TACS2,,15.46,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,140,1245,SAPEVIBARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,150,1892,MPEVI-LGA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,160,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,170,2090,DLAS,,13.49,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RKLS81,180,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,190,1501,JEDEC-TPT1,,84.14,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,200,1266,STIM-DLA,,13.79,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,210,1268,CSAM2,,68.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,220,4992,JEDEC-TPT2,,83.94,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,230,2172,TACS3,,15.46,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLS81,240,9696,DUM4FABCHG,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,20,1204,DIETCB,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RKLU61,30,5651,JEDEC-TPP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,40,2004,JDFLX,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,50,1225,EYUF,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,70,1235,EYC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,110,1299,PEM-CUSP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,120,5653,JEDEC-TPR1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,130,2171,TACS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,140,1268,CSAM2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,150,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,160,2133,NG-BAL-DH1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,170,2172,TACS3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RKLU61,180,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,20,1204,DIETCB,,7.26,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RPG8161,30,5651,JEDEC-TPP1,,67.37,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,40,2004,JDFLX,,74.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,50,1225,EYUF,,7.89,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,70,1235,EYC,,10.64,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,110,5653,JEDEC-TPR1,,67.02,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,120,2171,TACS2,,21.34,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,130,1892,MPEVI-LGA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,140,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,150,2090,DLAS,,11.47,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RPG8161,160,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,170,1501,JEDEC-TPT1,,59.28,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,180,1266,STIM-DLA,,8.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,190,1268,CSAM2,,48.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,200,4992,JEDEC-TPT2,,59.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPG8161,210,2172,TACS3,,21.34,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,20,1204,DIETCB,,7.26,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RPL8161,30,5651,JEDEC-TPP1,,67.37,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,40,2004,JDFLX,,74.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,50,1225,EYUF,,7.89,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,70,1235,EYC,,10.64,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,110,5653,JEDEC-TPR1,,67.02,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,120,2171,TACS2,,12.46,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,130,1892,MPEVI-LGA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,140,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,150,2090,DLAS,,11.47,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RPL8161,160,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,170,1501,JEDEC-TPT1,,59.28,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,180,1266,STIM-DLA,,8.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,190,1268,CSAM2,,48.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,200,4992,JEDEC-TPT2,,59.18,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPL8161,210,2172,TACS3,,12.46,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP282,20,1204,DIETCB,,14.85,100.0,2.0,24.664,LoadingPlan,14.725,,0.0
UNIT,RPLP282,30,5651,JEDEC-TPP1,,77.76,100.0,1.11,1.792,IncomingWIP,14.063,,0.0
UNIT,RPLP282,40,2004,JDFLX,,84.97,100.0,1.1,3.584,IncomingWIP,16.346,,0.0
UNIT,RPLP282,50,1225,EYUF,,18.66,100.0,3.95,3.583,IncomingWIP,18.431,,0.0
UNIT,RPLP282,60,1429,HTS-ST,,,,0.9,0.0,IncomingWIP,12.364,,0.0
UNIT,RPLP282,70,1235,EYC,,12.06,100.0,4.1,5.221,IncomingWIP,16.658,,0.0
UNIT,RPLP282,80,1430,HTS-US,,,,0.19,0.0,IncomingWIP,10.967,,0.0
UNIT,RPLP282,90,5653,JEDEC-TPR1,,77.3,100.0,1.77,1.791,IncomingWIP,12.584,,0.0
UNIT,RPLP282,100,2171,TACS2,,,,0.19,3.368,IncomingWIP,14.096,,0.0
UNIT,RPLP282,110,2150,ERGO2JLP1,,,,0.0,0.0,IncomingWIP,13.873,,0.0
UNIT,RPLP282,120,2133,NG-BAL-DH1,BAL702,19.61,100.0,3.9,8.621,IncomingWIP,22.494,,0.0
UNIT,RPLP282,130,2172,TACS3,,21.84,100.0,1.8,3.584,IncomingWIP,18.767,,0.0
UNIT,RPLP282,140,1863,MPEVI-BARE,,,,0.0,0.0,IncomingWIP,15.952,,0.0
UNIT,RPLP282,150,1245,SAPEVIBARE,,,,0.0,0.0,IncomingWIP,15.952,,0.0
UNIT,RPLP680,20,1204,DIETCB,,3.72,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,RPLP680,30,5651,JEDEC-TPP1,,77.76,100.0,1.73,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,40,2004,JDFLX,,84.97,100.0,0.98,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,50,1225,EYUF,,19.36,100.0,3.4,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,60,1429,HTS-ST,,,,0.14,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,70,1235,EYC,,12.06,100.0,3.34,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,80,1430,HTS-US,,,,0.15,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,RPLP680,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
