TYPE,ROUTE,SDD_SEQUENCE,OPERATION,OPERATION_DESC,ENTITY,MOR,SAMPLE_RATE,CT,SHIFT_START_WIP,GOAL_TYPE,TOTAL_GOAL,SUBCELL_INFO,PASS_WIP
UNIT,HSWP42,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,20,971,HYBRID-CAM,,16.76,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,HSWU22,30,614,FOL-UV-MAR,,46.98,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,30,5651,JEDEC-TPP1,,107.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,40,2170,TACS1,,20.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,40,1208,APL,,31.93,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,40,2004,JDFLX,,68.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,50,1225,EYUF,,18.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,70,1235,EYC,,10.4,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,110,5653,JEDEC-TPR1,,106.6,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,120,2171,TACS2,,20.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,130,2176,TACSRWK6,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,140,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,150,2133,NG-BAL-DH1,,16.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,160,2172,TACS3,,14.96,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU22,170,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,20,971,HYBRID-CAM,,16.76,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,HSWU23,30,614,FOL-UV-MAR,,46.98,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,30,5651,JEDEC-TPP1,,107.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,40,2170,TACS1,,20.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,40,1208,APL,,31.93,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,40,2004,JDFLX,,68.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,50,1225,EYUF,,18.95,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,60,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,70,1235,EYC,,10.4,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,80,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,90,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,100,1253,PEM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,110,5653,JEDEC-TPR1,,106.6,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,120,2171,TACS2,,20.62,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,130,2176,TACSRWK6,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,140,2152,ERGO2JLP2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,150,2133,NG-BAL-DH1,,16.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,160,2172,TACS3,,14.96,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,HSWU23,170,1863,MPEVI-BARE,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,10,5651,JEDEC-TPP1,,57.8,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,30,1204,DIETCB,,13.0,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,ICK,40,2004,JDFLX,,63.99,100.0,4.84,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,50,1225,EYUF,,15.21,100.0,5.81,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,60,1429,HTS-ST,,,,0.23,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,70,1235,EYC,,8.04,100.0,4.47,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,80,1430,HTS-US,,,,0.01,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,90,5653,JEDEC-TPR1,,57.45,100.0,1.1,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,100,2037,TACS,,24.63,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,110,2176,TACSRWK6,,,,0.28,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,120,1895,MPEVI-XGA,,12.89,100.0,1.21,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,130,1248,SAPEVI-XGA,,12.89,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,140,1246,SAPEVI-LGA,,12.89,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,150,1091,MAVI-EXC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,160,2152,ERGO2JLP2,,,,1.26,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,170,1960,DLAP,,16.2,100.0,5.3,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,180,1264,IHSAA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,190,1265,IHSC,,9.87,100.0,3.93,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,200,2171,TACS2,,25.33,100.0,2.01,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,210,2150,ERGO2JLP1,,,,0.6,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,220,1440,BA-JEDEC,,10.75,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,230,2133,NG-BAL-DH1,,10.75,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,240,2172,TACS3,,23.04,100.0,19.7,0.0,CleanWIP,0.0,,0.0
UNIT,ICK,250,9696,DUM4FABCHG,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,40,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,ICLY4N,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,70,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICLY4N,100,2048,TCB-PLASMA,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,50,1048,DSC-ATTACH,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,60,2053,DFLXJDSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,70,4076,FORCEDSIT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,ICP,90,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,30,614,FOL-UV-MAR,,45.2,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,40,2170,TACS1,,29.69,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,50,510,JDSC,,20.0,100.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,IVBB21,60,2037,TACS,,29.52,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,70,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,80,5652,JEDEC-TPP2,,74.84,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,90,2053,DFLXJDSC,,73.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB21,100,5654,JEDEC-TPR2,,74.49,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,30,614,FOL-UV-MAR,,45.2,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,40,1208,APL,,34.05,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,50,1048,DSC-ATTACH,,19.86,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,60,2053,DFLXJDSC,,80.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB22,70,4076,FORCEDSIT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,30,614,FOL-UV-MAR,,45.2,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,40,1208,APL,,34.05,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,50,1048,DSC-ATTACH,,20.22,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,60,2053,DFLXJDSC,,80.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBB42,70,4076,FORCEDSIT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBL42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBL42,30,601,2D+HR-MARK,,51.09,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBL42,40,602,SPRUX-APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP21,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP21,30,614,FOL-UV-MAR,,38.19,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP21,40,1208,APL,,32.74,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP21,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP22,30,614,FOL-UV-MAR,,38.19,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP22,40,1208,APL,,32.74,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP22,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP42,30,614,FOL-UV-MAR,,38.19,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP42,40,1208,APL,,32.74,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVBP42,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,50,1048,DSC-ATTACH,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,60,2053,DFLXJDSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,IVEG42,70,4076,FORCEDSIT,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,20,971,HYBRID-CAM,,16.35,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,KBGB42,30,5651,JEDEC-TPP1,,83.48,100.0,1.31,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,40,2004,JDFLX,,68.97,100.0,1.31,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,50,1225,EYUF,,23.66,100.0,6.26,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,60,1429,HTS-ST,,,,0.63,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,70,1235,EYC,,10.4,100.0,4.51,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,80,1430,HTS-US,,,,0.65,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,90,5653,JEDEC-TPR1,,82.9,100.0,1.16,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,100,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,110,1253,PEM,,9.5,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,120,2171,TACS2,,18.94,100.0,2.05,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,130,2152,ERGO2JLP2,,,,0.07,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,140,2133,NG-BAL-DH1,,19.22,100.0,7.39,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,150,2172,TACS3,,19.15,100.0,2.22,0.0,CleanWIP,0.0,,0.0
UNIT,KBGB42,160,1863,MPEVI-BARE,,9.5,100.0,3.32,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,20,971,HYBRID-CAM,,16.35,100.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,KBHB42,30,614,FOL-UV-MAR,,46.04,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,30,5651,JEDEC-TPP1,,83.48,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,40,2004,JDFLX,,68.97,100.0,0.9,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,40,2170,TACS1,,19.26,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,50,1225,EYUF,,23.66,100.0,3.41,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,60,1429,HTS-ST,,,,0.03,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,70,1235,EYC,,10.4,100.0,8.3,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,80,1430,HTS-US,,,,0.12,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,90,5653,JEDEC-TPR1,,82.9,100.0,1.54,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,100,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,110,1253,PEM,,9.5,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,120,2171,TACS2,,18.94,100.0,3.11,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,130,2152,ERGO2JLP2,,,,0.34,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,140,2133,NG-BAL-DH1,,19.22,100.0,6.08,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,150,2172,TACS3,,19.15,100.0,4.94,0.0,CleanWIP,0.0,,0.0
UNIT,KBHB42,160,1863,MPEVI-BARE,,9.5,100.0,3.83,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU22,30,614,FOL-UV-MAR,,45.73,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU22,40,2170,TACS1,,30.91,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,40,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,50,1171,LCSA,,,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,KBLU23,60,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,70,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU23,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU42,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU42,30,614,FOL-UV-MAR,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLU42,40,2170,TACS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,30,2173,TACSSTF1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,40,1171,LCSA,,25.0,,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,KBLX22,50,1173,LCSC,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,60,2174,TACSSTF2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,70,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,80,1175,PLCSVI,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBLX22,90,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBP,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBP,30,608,SUBMARK,,95.53,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBP,40,1208,APL,,35.67,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,KBP,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTDT,10,2033,TACS,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTDT,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTDT,20,2133,NG-BAL-DH1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTDT,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTDT,30,2172,TACS3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTMB,10,2033,TACS,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTMB,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTMB,20,2133,NG-BAL-DH1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTMB,30,608,SUBMARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,LPTMB,30,2172,TACS3,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2B,20,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2B,30,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2B,50,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2P,20,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2P,30,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M2P,50,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4B,20,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4B,30,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4B,50,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4P,20,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4P,30,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,M4P,50,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,20,1204,DIETCB,,16.5,105.0,0.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,MTLH682,30,5651,JEDEC-TPP1,,77.76,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,40,2004,JDFLX,,84.97,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,50,1225,EYUF,,17.94,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,60,1987,HPO-HTS1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,70,2135,HPO-CURE,,15.13,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,80,730,HPO-HTS2,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,90,1429,HTS-ST,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,100,970,FLI-BLUE-M,,18.32,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,110,1430,HTS-US,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,120,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,130,5653,JEDEC-TPR1,,77.3,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,140,2171,TACS2,,72.7,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,150,2151,JLP2ERGO1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,160,2436,PEVI-BDFOV,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,170,2150,ERGO2JLP1,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,180,2133,NG-BAL-DH1,,18.99,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLH682,190,2172,TACS3,,21.84,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,20,1204,DIETCB,,15.5,105.0,2.0,0.0,LoadingPlan_no_goal,0.0,,0.0
UNIT,MTLU281,30,5651,JEDEC-TPP1,,77.76,100.0,1.36,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,40,2004,JDFLX,,84.97,100.0,1.15,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,50,1225,EYUF,,17.94,100.0,4.37,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,60,1987,HPO-HTS1,,,,1.45,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,70,2135,HPO-CURE,,15.13,100.0,1.97,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,80,730,HPO-HTS2,,,,0.12,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,90,1429,HTS-ST,,,,0.3,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,100,970,FLI-BLUE-M,,18.32,100.0,3.11,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,110,1430,HTS-US,,,,0.19,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,120,1237,CSAM,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,130,5653,JEDEC-TPR1,,77.3,100.0,2.12,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,140,2171,TACS2,,72.7,30.0,0.17,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,150,2151,JLP2ERGO1,,,,0.59,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,160,2436,PEVI-BDFOV,,,,1.96,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,170,2150,ERGO2JLP1,,,,0.44,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,180,2133,NG-BAL-DH1,,18.99,100.0,4.07,0.0,CleanWIP,0.0,,0.0
UNIT,MTLU281,190,2172,TACS3,,21.84,100.0,1.66,0.0,CleanWIP,0.0,,0.0
UNIT,MTP,20,971,HYBRID-CAM,,25.4,100.0,2.0,32.385,LoadingPlan,25.135,,0.0
UNIT,MTP,30,5651,JEDEC-TPP1,,115.59,100.0,0.82,0.0,IncomingWIP,20.946,,0.0
UNIT,MTP,40,2004,JDFLX,,,,1.24,2.688,IncomingWIP,22.203,,0.0
UNIT,MTP,50,1225,EYUF,,26.37,100.0,2.74,8.062,IncomingWIP,27.971,,0.0
UNIT,MTP,60,1429,HTS-ST,,,,0.87,0.0,IncomingWIP,21.584,,0.0
UNIT,MTP,70,1235,EYC,,18.08,100.0,4.1,5.375,IncomingWIP,25.394,,0.0
UNIT,MTP,80,1430,HTS-US,,,,0.19,0.0,IncomingWIP,16.718,,0.0
UNIT,MTP,90,5653,JEDEC-TPR1,,114.89,100.0,1.4,0.0,IncomingWIP,16.453,,0.0
UNIT,MTP,100,2171,TACS2,,41.68,75.0,2.0,0.0,IncomingWIP,10.9,,3.633
UNIT,MTP,110,2152,ERGO2JLP2,,,,0.0,0.0,IncomingWIP,12.716,,0.0
UNIT,MTP,120,2133,NG-BAL-DH1,,34.57,100.0,5.35,0.0,IncomingWIP,0.0,,0.0
UNIT,MTP,130,2172,TACS3,,31.01,100.0,2.37,0.0,CleanWIP,0.0,,0.0
UNIT,MTP,140,1025,AVI-CS,,13.81,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,MTP,150,1245,SAPEVIBARE,,13.81,100.0,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P21,20,610,MET3SUB,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P21,30,601,2D+HR-MARK,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P21,40,1208,APL,,,,0.0,0.0,CleanWIP,0.0,,0.0
UNIT,P21,60,2000,SUB-SCRAP,,,,0.0,0.0,CleanWIP,0.0,,0.0
